first_name,last_name,address,city,phone1,phone2,email,SKU_number,PriorityStatus,DateOfPurchase,Country
Jimmie,Snelling,24 Sw Bridgeport Rd,Oakville,905-772-1416,905-958-5143,jimmie.snelling@gmail.com,116,3,23-02-2012,Canada
Titus,Dugre,419 N Dixboro Rd #8,Gatineau,819-983-1846,819-842-7631,titus.dugre@dugre.org,115,2,01-03-2012,Canada
Joanne,Teoh,1 W Sierra Madre Blvd #9985,St Catharines,905-219-6895,905-928-7775,joanne@yahoo.com,117,1,06-03-2012,Canada
Suzi,Groom,9 W Jackson Blvd,Surrey,604-700-2946,604-811-1777,suzi.groom@groom.org,104,2,07-03-2012,Canada
Denny,Amazan,4974 Rockburn Hill Rd #3,Surrey,604-239-4105,604-864-8071,denny@amazan.com,101,2,08-03-2012,Canada
Willie,Coughlan,8545 S Westshore Blvd,Cantley,819-869-6389,819-816-5427,willie@aol.com,113,3,15-03-2012,Canada
Margurite,Brake,258 S Ash Ave,Amherstburg,519-476-5983,519-248-6055,margurite.brake@yahoo.com,114,2,30-03-2012,Canada
Arlen,Romack,1 W Green Bay St,Saint John,506-218-3036,506-871-1452,arlen.romack@yahoo.com,103,2,02-04-2012,Canada
Shaniqua,Corna,8 Sylvan Ave,North York,416-573-9093,416-693-2920,shaniqua@yahoo.com,104,2,02-04-2012,Canada
William,Boccard,9 Clove Rd,Pointe-aux-Trembles,514-606-4631,514-570-9479,william@gmail.com,110,3,16-04-2012,Canada
Silva,Riviere,10 Canal St,Pierrefonds,514-319-4125,514-592-7645,silva.riviere@riviere.org,102,1,02-05-2012,Canada
Gearldine,Haberle,62 N 3rd St,Calgary,403-810-3712,403-242-6060,gearldine_haberle@hotmail.com,112,2,07-05-2012,Canada
Azalee,Aja,2607 Market St,Chateauguay,450-515-9694,450-933-2068,azalee.aja@cox.net,102,1,09-05-2012,Canada
Kimbery,Plikerd,62 15th Ave #63,Duncan,250-504-9388,250-654-7546,kimbery.plikerd@cox.net,114,1,09-05-2012,Canada
Ricarda,Kratt,1 Clairemont Mesa Blvd,New Glasgow,902-614-2197,902-717-8376,rkratt@yahoo.com,117,1,10-05-2012,Canada
Macy,Massay,6 N Water St,Dauphin,204-656-8450,204-825-5825,macy@hotmail.com,109,2,14-05-2012,Canada
Carol,Normington,1 S Kresson St,Alma,418-540-2207,418-264-8597,carol@gmail.com,109,3,25-07-2012,Canada
Blythe,Czaplinski,4 S 4th St,Calgary,403-775-4053,403-660-6436,blythe_czaplinski@czaplinski.com,107,1,07-08-2012,Canada
Tanesha,Tesseneer,326 Witherspoon St,Etobicoke,416-568-3388,416-227-8643,tanesha_tesseneer@hotmail.com,108,1,22-08-2012,Canada
Yaeko,Orndoff,66 Hoffman St,St Thomas,519-625-4433,519-737-1130,yaeko_orndoff@orndoff.org,103,2,05-09-2012,Canada
Broderick,Lorenz,185 Davis St,Saskatoon,306-285-1574,306-649-5882,broderick_lorenz@hotmail.com,116,2,21-09-2012,Canada
Twila,Shadle,20 Simpson Ferry Rd,Victoria,250-862-6746,250-548-7509,tshadle@shadle.com,100,2,24-09-2012,Canada
Sarina,Pead,7821 16th St Nw,Ajax,905-696-6221,905-927-3049,spead@cox.net,113,2,01-10-2012,Canada
Candra,Peets,9 Pulaski Park Dr #7,North Bay,705-799-1235,705-462-8314,candra@hotmail.com,109,3,02-10-2012,Canada
Von,Aprigliano,63 Baronne St,Port Moody,604-986-3233,604-853-6594,von@aol.com,106,3,10-10-2012,Canada
Natalya,Verso,74 Chestnut St,Kitchener,519-736-9305,519-935-3251,natalya_verso@yahoo.com,107,2,18-10-2012,Canada
Stanton,Rigazio,4 Smith St #5,North York,416-801-7398,416-974-8005,srigazio@rigazio.org,107,2,26-10-2012,Canada
Dona,Larner,4298 E Drinker St,York,416-884-9104,416-488-1936,dona@hotmail.com,111,3,01-11-2012,Canada
Cortney,Choice,80 S 33rd Pl,Greenfield Park,450-339-6016,450-498-1871,cortney.choice@choice.com,110,2,09-11-2012,Canada
Ira,Betterton,935 S Padre Island Dr,Halifax,902-240-7029,902-579-3428,ira.betterton@yahoo.com,113,1,15-11-2012,Canada
Vanna,Pickle,3 B Main #117,Newmarket,905-309-4565,905-538-1331,vanna_pickle@aol.com,109,2,20-11-2012,Canada
Bo,Sabota,779 Moore St,Winnipeg,204-210-4967,204-591-6137,bo_sabota@sabota.com,107,3,26-11-2012,Canada
Nathalie,Corners,14 Van Buren St,Peterborough,705-736-4801,705-651-4065,nathalie_corners@corners.org,106,3,28-11-2012,Canada
Rodney,Lockamy,7 N Us Highway 67 #96,Ottawa,613-273-5773,613-555-5392,rodney_lockamy@aol.com,112,2,30-11-2012,Canada
Elena,Hairr,31 Mechanic St #9839,Stephenville,709-399-4807,709-427-8386,ehairr@hotmail.com,109,1,03-12-2012,Canada
Blossom,Kraatz,881 Route 38,North York,416-631-1863,416-960-8915,blossom_kraatz@kraatz.org,105,1,13-12-2012,Canada
Loreen,Griepentrog,6 Monard Dr,Orleans,613-684-4467,613-959-2224,loreen_griepentrog@aol.com,105,2,27-12-2012,Canada
Tayna,Keirnan,18 Cowesett Ave,Barrie,705-655-5936,705-731-4284,tayna_keirnan@gmail.com,105,1,06-06-2012,Canada
Nieves,Planty,684 Albion Rd,Peterborough,705-616-5386,705-997-9149,nplanty@gmail.com,120,3,06-06-2012,Canada
Glenn,Robinault,8700 S Jefferson Rd #676,Lachine,514-330-5479,514-322-5935,glenn.robinault@cox.net,108,2,11-10-2012,Canada
Julianna,Racer,4407 Chestnut Ridge Dr,Saint John,506-752-6097,506-958-3152,jracer@cox.net,116,3,02-11-2012,Canada
Ashton,Nitchals,13 Midway Pl,Oakville,905-725-6769,905-586-2298,ashton@cox.net,100,3,28-02-2012,Canada
Shaun,Scovil,253 Hamilton Ave #1684,Pickering,905-907-6615,905-984-4439,shaun_scovil@aol.com,116,2,31-01-2012,Canada
Long,Shintaku,8 W 41st Ave,Blainville,450-771-5010,450-679-3521,long.shintaku@shintaku.org,118,2,11-01-2012,Canada
Vinnie,Meir,559 Bridge Plz,Etobicoke,416-862-7028,416-626-5219,vmeir@meir.com,105,1,18-01-2012,Canada
Lucia,Flipp,196 Touhy Ave,Scarborough,416-870-8070,416-938-6909,lucia@aol.com,120,3,24-01-2012,Canada
Corazon,Ivaska,6 W Lincoln Ave,Saskatoon,306-333-8933,306-513-1680,corazon@ivaska.org,108,3,25-01-2012,Canada
Jaime,Perugini,7071 E 7th St #56,Verdun,514-950-4495,514-371-6473,jaime_perugini@perugini.com,113,2,27-01-2012,Canada
Miriam,Stakes,784 Packerland Dr,Burlington,905-441-5009,905-702-1792,miriam.stakes@yahoo.com,116,3,30-01-2012,Canada
Vallie,Nigl,7823 N 36th Ave,North Vancouver,604-848-3170,604-272-7228,vallie@yahoo.com,108,2,02-02-2012,Canada
Sheldon,Isachsen,35 Milnor St,Valley,902-330-7314,902-482-5940,sheldon@isachsen.org,111,3,03-02-2012,Canada
Nickie,Balonek,7 Saint Nicholas Ave,North Vancouver,604-556-1080,604-408-3115,nickie.balonek@balonek.com,106,2,06-02-2012,Canada
Fletcher,Caneles,87 Spencerville Ct #2,Hamilton,905-992-1637,905-974-3091,fcaneles@caneles.com,116,1,07-02-2012,Canada
Rutha,Eisert,87 W 32nd St,Niagara Falls,905-468-2503,905-288-1333,rutha@eisert.com,103,3,08-02-2012,Canada
Brandon,Geigel,70 W Main St,Vancouver,604-940-9313,604-894-9406,bgeigel@gmail.com,113,2,15-02-2012,Canada
Franchesca,Lamme,3208 W Touhy Ave,Charlottetown,902-715-9684,902-291-8223,franchesca_lamme@yahoo.com,101,1,16-02-2012,Canada
Lorriane,Naddeo,7 Airway Cir,Duncan,250-544-1482,250-738-4408,lorriane.naddeo@naddeo.org,111,2,17-02-2012,Canada
Asuncion,Berson,54 Whitaker Way,Reinfeld,204-318-1929,204-696-6138,aberson@aol.com,103,2,28-02-2012,Canada
Georgiann,Hoerter,4945 Progress Dr,Grand-Mere,819-632-2869,819-695-5561,georgiann_hoerter@hoerter.com,105,2,01-03-2012,Canada
Hershel,Bultron,658 W 30th St,London,519-844-4835,519-782-2362,hershel_bultron@bultron.org,119,1,02-03-2012,Canada
Chu,Collopy,8 E 9mile Rd #697,Trois-Rivieres,819-677-1206,819-899-7304,chu@aol.com,114,2,06-03-2012,Canada
Bettina,Vosmus,7 Ryan Industrial Ct,Vancouver,604-752-9256,604-539-9088,bettina@hotmail.com,114,1,07-03-2012,Canada
Lynsey,Sport,7 Mccrea St,Chilliwack,604-525-6939,604-485-8495,lynsey.sport@aol.com,118,1,09-03-2012,Canada
Phil,Kuechler,7 Mcwhorter Rd,Jonquiere,418-940-4070,418-996-6859,phil_kuechler@gmail.com,103,1,15-03-2012,Canada
Cordelia,Nicks,572 Simpson St,Georgetown,905-975-4308,905-881-8675,cnicks@nicks.org,109,1,16-03-2012,Canada
Georgeanna,Marrano,3493 Camino Ruiz,Hamilton,905-366-7378,905-540-7836,gmarrano@gmail.com,106,1,19-03-2012,Canada
Rosendo,Lanter,2052 E Semoran Blvd,Regina,306-700-6743,306-714-9622,rosendo@hotmail.com,119,2,21-03-2012,Canada
Jerilyn,Norcia,9 Main St,Hanover,519-978-7661,519-649-6721,jerilyn@hotmail.com,108,2,01-04-2012,Canada
Elfriede,Bakeley,538 Fayetteville Street Mall,Grand-Sault/Grand Falls,506-404-8558,506-956-6048,ebakeley@bakeley.com,106,2,30-03-2012,Canada
Harris,Sheck,9875 Sheafe Rd,Montreal,514-257-9319,514-774-5902,harris@cox.net,101,3,19-04-2012,Canada
Leonor,Beilinson,269 Distribution Way,Orleans,613-338-5158,613-308-1865,leonor.beilinson@hotmail.com,100,2,30-03-2012,Canada
Terrilyn,Waska,6 E Miraloma Ave,Gatineau,819-670-6020,819-318-6187,terrilyn_waska@hotmail.com,111,2,05-04-2012,Canada
Maddie,Foulds,56 N Wood Ave #25,Montreal,514-874-9519,514-545-7912,maddie@hotmail.com,110,1,04-04-2012,Canada
Melynda,Anstead,3 Lee Dr #8435,Longueuil,450-470-3593,450-261-4907,melynda@hotmail.com,100,2,06-04-2012,Canada
Odette,Thigpen,1831 Everett Rd,Corner Brook,709-744-4165,709-750-3310,othigpen@thigpen.com,105,3,06-04-2012,Canada
Steffanie,Meinen,801 W Belmont Ave,Montreal,514-964-9106,514-644-9120,steffanie.meinen@cox.net,109,1,09-04-2012,Canada
Antonette,Stimac,61 N Westshore Blvd,Kitchener,519-670-5269,519-574-5766,antonette_stimac@stimac.org,109,3,12-04-2012,Canada
Thora,Daneker,6 Old York Rd,Gatineau,819-648-4049,819-419-1891,tdaneker@daneker.com,106,2,13-04-2012,Canada
Nada,Massanet,80 Sw End Blvd,Surrey,604-570-1494,604-464-2579,nmassanet@yahoo.com,114,1,17-04-2012,Canada
Ivette,Dills,7585 Calle De Industrias,Reserve Mines,902-244-5318,902-899-7285,idills@cox.net,118,2,17-04-2012,Canada
Devon,Delacerda,250 University Ave #9,Comox,250-525-4631,250-811-7716,devon@hotmail.com,112,3,01-05-2012,Canada
Lon,Tibbles,78 Eastway Dr,Mississauga,905-233-1845,905-290-1867,lon.tibbles@cox.net,101,3,27-04-2012,Canada
Tennie,Santanna,196 Waterman Ave #1,Trois-Rivieres,819-261-5496,819-276-7974,tennie@aol.com,118,3,07-05-2012,Canada
Fidelia,Vilven,9 Meridian St,Scarborough,416-892-4321,416-209-3419,fvilven@vilven.org,102,1,08-05-2012,Canada
Michal,Gunyan,9514 Mount Vernon Ave,Quebec,418-399-6819,418-652-4085,michal_gunyan@gunyan.com,109,3,11-05-2012,Canada
Enola,Yandow,7 Sw 5th Ave,Dartmouth,902-539-1621,902-831-6815,eyandow@cox.net,105,1,15-05-2012,Canada
Meghann,Mamudoski,7675 N Solano Dr,Hebbville,902-348-8759,902-216-8117,meghann@cox.net,113,2,29-05-2012,Canada
Latanya,Mattia,8229 S Washington Ave,Portage la Prairie,204-649-9481,204-615-1776,lmattia@yahoo.com,115,2,15-05-2012,Canada
Chandra,Firlik,686 S Dupont Hwy,Oshawa,905-451-3719,905-979-1749,chandra@gmail.com,110,1,18-05-2012,Canada
Barney,Dewer,88 Norris Ave #2,Bedford,902-287-1148,902-440-9745,bdewer@gmail.com,112,3,18-05-2012,Canada
Ocie,Chreene,72 W Hampden Ave,Orleans,613-756-9548,613-565-6742,ocie.chreene@aol.com,103,3,24-05-2012,Canada
Precious,Dubray,846 Middletown Blvd #427,Orillia,705-607-6992,705-628-6331,precious.dubray@dubray.com,112,1,01-06-2012,Canada
Sanda,Laramie,5181 N Alma School Rd,Dawson Creek,250-700-8923,250-902-6776,slaramie@laramie.org,103,2,31-05-2012,Canada
Gaynell,Benavente,71 W Indian School Rd,Thunder Bay,807-284-2501,807-395-1502,gaynell@hotmail.com,102,2,03-06-2012,Canada
Bethanie,Cutsforth,5 Victory Ave,Cambridge,519-328-4250,519-260-7499,bethanie_cutsforth@cutsforth.org,104,3,31-05-2012,Canada
Yvette,Capiga,33 Broadway St #8539,Big Valley,403-919-6456,403-642-8023,yvette.capiga@yahoo.com,110,1,04-06-2012,Canada
Alana,Blackmon,96 Hook Rd,Scarborough,416-386-8947,416-983-4604,ablackmon@gmail.com,107,2,03-06-2012,Canada
Lakeesha,Beachel,1 Sw 72nd Ave,Chilliwack,604-352-7502,604-776-5963,lakeesha_beachel@aol.com,114,3,05-06-2012,Canada
Ailene,Friedman,479 Commerce Park,Enterprise,506-907-7068,506-631-8304,ailene@yahoo.com,113,1,08-06-2012,Canada
Valene,Madson,42 Main St,Alma,418-646-3844,418-971-4887,valene@madson.org,108,2,19-06-2012,Canada
Floyd,Bub,4701 N Cocoa Blvd,Toronto,416-557-9767,416-988-1063,fbub@bub.com,110,3,20-06-2012,Canada
Josue,Hatherly,755 135th St,Etobicoke,416-337-2239,416-236-8860,jhatherly@hatherly.org,106,3,02-07-2012,Canada
Johnathon,Wadden,4714 S Main St,Peterborough,705-646-2781,705-719-2693,johnathon_wadden@hotmail.com,104,1,25-06-2012,Canada
Kenneth,Drizin,2 Scott Blvd,Amos,819-999-6396,819-572-9764,kdrizin@aol.com,117,2,09-07-2012,Canada
Leila,Titzer,9 Constitution Ave,Calgary,403-733-8035,403-455-2552,leila_titzer@aol.com,110,1,11-07-2012,Canada
Marquetta,Quinlisk,2965 Lake Lizzie Dr,Mont-Royal,514-950-3156,514-450-3097,marquetta_quinlisk@aol.com,104,2,23-07-2012,Canada
Annamae,Beliles,8939 Merrill Field Dr,Burnaby,604-877-2244,604-564-4259,abeliles@gmail.com,118,2,18-07-2012,Canada
An,Dosal,8 Leoole St #3,Drummondville,819-324-8832,819-789-9431,adosal@hotmail.com,114,2,02-08-2012,Canada
Karina,Cortesi,901 Broughton Ave #7,Saint-Bruno,450-252-9611,450-552-3691,karina_cortesi@hotmail.com,101,2,02-08-2012,Canada
Otis,Luong,263 L St #1255,Simcoe,519-739-4515,519-213-7571,oluong@gmail.com,111,2,24-07-2012,Canada
Brendan,Kasperek,84 L St #98,Coquitlam,604-947-9315,604-635-8588,brendan_kasperek@yahoo.com,109,3,25-07-2012,Canada
Keith,Evartt,973 El Camino Real,Derby Junction,506-229-5393,506-807-4021,kevartt@evartt.com,105,2,26-07-2012,Canada
Paulina,Arand,5652 Wisconsin Ave,Winnipeg,204-636-8766,204-682-9423,paulina_arand@cox.net,103,1,26-07-2012,Canada
Cherelle,Welschmeyer,2 Ramona Ave #6,Guelph,519-322-9933,519-310-1688,cherelle@hotmail.com,115,1,26-07-2012,Canada
Percy,Neelon,901 Highway 74,Rimouski,418-537-1430,418-991-9193,percy_neelon@cox.net,114,3,27-07-2012,Canada
Margot,Storrs,237 S French Ave,Woodbridge,905-309-5010,905-509-1001,mstorrs@cox.net,116,3,30-07-2012,Canada
Paris,Bellis,89 Parade St,Woodstock,519-909-5933,519-291-1819,paris@gmail.com,104,2,01-08-2012,Canada
Sina,Masiejczyk,3067 W Wabansia Ave,Etobicoke,416-369-7013,416-498-2476,smasiejczyk@cox.net,113,2,02-08-2012,Canada
Kimi,Selfe,2 W Kellogg Dr #5,Jonquiere,418-795-3880,418-432-2714,kimi@cox.net,107,2,03-10-2012,Canada
Chun,Richrdson,3 Aiea Heights #660,Regina,306-245-2534,306-697-2337,chun_richrdson@richrdson.org,108,3,09-08-2012,Canada
Lelia,Thiemann,440 Town Center Dr,Kamloops,250-671-3851,250-798-7786,lelia.thiemann@yahoo.com,102,3,23-08-2012,Canada
Cordell,Zinda,91 Argyle Rd,Sherbrooke,819-508-6057,819-313-7350,cordell_zinda@cox.net,109,3,24-08-2012,Canada
Dorothy,Aitken,4 Hanover Pike,Mississauga,905-554-3838,905-355-9556,dorothy.aitken@cox.net,115,2,27-08-2012,Canada
Chauncey,Mcelreath,615 Main St #3722,Vanier,613-908-7090,613-591-2817,chauncey.mcelreath@yahoo.com,109,3,27-08-2012,Canada
Tenesha,Stropko,648 Waihona St #1152,Cardigan,506-629-6209,506-306-3180,tenesha.stropko@aol.com,101,3,03-09-2012,Canada
Anjelica,Lovero,689 S Steele St #1887,Amherst,902-386-1443,902-411-6380,anjelica@lovero.org,106,3,31-08-2012,Canada
Olga,Adessa,8507 Upland St,Burlington,905-775-6413,905-340-9290,oadessa@cox.net,112,3,04-09-2012,Canada
Monte,Tindal,577 Page Ave,Laval,450-637-6499,450-285-2135,monte@cox.net,102,1,05-09-2012,Canada
Pamela,Mccoskey,6 West St #2,Terrebonne,450-282-1236,450-585-2368,pamela.mccoskey@gmail.com,114,2,05-09-2012,Canada
Toshia,Lippoldt,7 Duluth St,Stoneham-Et-Tewkesbury,418-759-7863,418-706-3704,toshia_lippoldt@aol.com,114,1,05-09-2012,Canada
Polly,Sandusky,39 Logan Ave #9518,Hamilton,905-705-6018,905-227-7818,polly.sandusky@cox.net,112,3,06-09-2012,Canada
Judy,Boerboom,384 N Main St,Paradise,709-560-7848,709-591-5287,jboerboom@boerboom.com,104,2,06-09-2012,Canada
Celestine,Pritt,79 E 92nd St,Ottawa,613-875-3120,613-291-6460,celestine_pritt@cox.net,104,3,28-09-2012,Canada
Murray,Fode,59 W Century Rd,Pointe-Claire,514-921-5562,514-750-8459,mfode@yahoo.com,101,3,10-09-2012,Canada
Shoshana,Courter,8763 N Front St,Windsor,519-396-2906,519-248-6688,shoshana@courter.org,102,2,14-09-2012,Canada
Glendora,Pezley,2 80e E #7867,Edmonton,780-508-2609,780-799-6593,glendora.pezley@cox.net,104,2,19-09-2012,Canada
Carlene,Kana,541 N 88th Ave,Brantford,519-930-5055,519-842-4775,ckana@kana.com,114,1,19-09-2012,Canada
Adria,Gilliam,60 15th Ave,Hamilton,905-563-9396,905-791-6993,adria_gilliam@cox.net,108,1,21-09-2012,Canada
Paola,Perkins,3951 Seaway Dr,Grande Prairie,780-573-8903,780-404-4349,paola.perkins@aol.com,102,2,10-10-2012,Canada
Elina,Maury,2097 N Stonestreet Ave,North York,416-582-4379,416-549-4416,elina.maury@hotmail.com,104,2,25-09-2012,Canada
Emile,Dorio,264 Jefferson Hwy #83,Saint-Bruno,450-529-3773,450-775-4103,edorio@cox.net,115,1,28-09-2012,Canada
Zoila,Lannigan,40 N Dean St,York,416-322-9207,416-344-1276,zlannigan@aol.com,118,1,27-09-2012,Canada
Yong,Yestramski,365 Zebra Pl,Brantford,519-344-3979,519-322-6001,yong_yestramski@aol.com,110,3,10-10-2012,Canada
Leontine,Stalma,859 Franquette Ave,Simcoe,519-641-7145,519-623-8354,lstalma@stalma.org,117,1,02-10-2012,Canada
Troy,Dicus,58 Calle Arroyo,Trenton,613-938-7999,613-442-6727,troy_dicus@yahoo.com,114,3,05-10-2012,Canada
Annamaria,Vanhuss,8348 1st Ave W,Dundas,905-495-3301,905-988-1388,annamaria.vanhuss@cox.net,119,3,11-10-2012,Canada
Dorothea,Lowther,2763 Fort Campbell Blvd #7554,Sudbury,705-793-4986,705-509-4817,dorothea_lowther@yahoo.com,101,3,12-10-2012,Canada
Marion,Letran,5670 Leonis Blvd,Gatineau,819-966-7240,819-730-7626,marion_letran@cox.net,103,1,12-10-2012,Canada
Avery,Masso,6 Central Ave #664,Amherst,902-588-8947,902-665-5755,avery.masso@hotmail.com,115,1,17-10-2012,Canada
Trinidad,Bredernitz,75 N Washington Ave,Lasalle,514-561-2312,514-780-9059,trinidad@yahoo.com,104,2,18-10-2012,Canada
Herminia,Penso,880 W South Water Market,Fort McMurray,780-740-5294,780-702-4324,hpenso@cox.net,111,1,19-10-2012,Canada
Val,Bigaud,42 N 16th St #620,Montreal,514-726-2573,514-233-5869,val_bigaud@aol.com,108,2,30-10-2012,Canada
Renay,Oviedo,873 E Cumberland St,North York,416-336-6767,416-797-3846,renay.oviedo@oviedo.com,119,1,26-10-2012,Canada
Buck,Kotow,863 Mcgilchrist St Se,Thunder Bay,807-668-2676,807-348-1562,buck_kotow@aol.com,107,2,25-10-2012,Canada
Toi,Rollison,2 S Church St,Terrebonne,450-714-2875,450-600-2803,toi_rollison@rollison.com,120,1,26-10-2012,Canada
Shanice,Pennel,31 N Canal St,Kingston,613-850-3405,613-270-1965,shanice.pennel@pennel.org,105,1,02-11-2012,Canada
Oliva,Ramerez,8688 Manning Blvd #547,Calgary,403-690-1059,403-350-8194,oramerez@yahoo.com,119,1,02-11-2012,Canada
Tamera,Crocker,652 Pacific Hwy,Edmonton,780-833-7024,780-277-9997,tcrocker@cox.net,117,3,02-11-2012,Canada
Melvin,Rather,8794 34th Ave,Drummondville,819-418-3496,819-482-5865,melvin.rather@aol.com,113,1,08-11-2012,Canada
Essie,Fitzke,9 3rd St,Welshpool,506-785-2719,506-849-4017,essie_fitzke@fitzke.org,114,2,08-11-2012,Canada
Shay,Knieper,571 Maiden Ln #7,Brossard,450-806-3050,450-206-4846,shay.knieper@gmail.com,106,2,09-11-2012,Canada
Ruby,Sensibaugh,637 Wright Rd,Coquitlam,604-553-2468,604-317-7478,ruby@sensibaugh.com,107,3,12-11-2012,Canada
Caren,Doscher,1770 Mission Ave,Calgary,403-344-3614,403-519-4344,cdoscher@doscher.org,101,2,12-11-2012,Canada
Frank,Amend,2583 Lincoln Blvd,Cambridge,519-823-9369,519-225-9969,frank@yahoo.com,120,1,15-11-2012,Canada
Lasandra,Frisinger,1 Highway 71 S,Abbotsford,604-210-7413,604-366-8983,lfrisinger@cox.net,119,2,16-11-2012,Canada
Sommer,Frere,1309 Pitney Rd,Saint-Hubert,450-777-9643,450-890-4500,sfrere@yahoo.com,104,3,16-11-2012,Canada
Gretchen,Mckeon,809 W Bayshore Rd,Trail,250-617-7197,250-339-8016,gretchen.mckeon@gmail.com,120,1,19-11-2012,Canada
Providencia,Marien,83 Magnavox Way,Ottawa,613-256-5226,613-926-6903,providencia.marien@marien.com,111,3,20-11-2012,Canada
Lindsey,Arnoldi,87 Via Contenta,West Kelowna,250-387-4636,250-720-2097,larnoldi@arnoldi.com,105,1,26-11-2012,Canada
Romana,Riesgraf,986 Whitaker Way,Moncton,506-310-3728,506-411-4545,romana_riesgraf@hotmail.com,101,1,03-12-2012,Canada
Nobuko,Logwood,612 York St,Sarnia,519-739-4745,519-909-5200,nobuko.logwood@cox.net,112,1,03-12-2012,Canada
Shawnna,Arredondo,4 N Brand Blvd,Orleans,613-996-1062,613-366-7946,sarredondo@arredondo.com,108,3,13-12-2012,Canada
Doyle,Hathcox,48 Market St,Prince George,250-227-4140,250-403-8074,doyle.hathcox@aol.com,120,1,13-12-2012,Canada
Jacinta,Deppen,1458 W Henry St,Nelson,250-203-5054,250-989-4833,jdeppen@cox.net,109,2,14-12-2012,Canada
Tawanna,Kuamoo,380 Main St,Matane,418-734-9693,418-227-5560,tawanna_kuamoo@gmail.com,100,3,14-12-2012,Canada
Christa,Cloutier,743 Wolfert Ave,Calgary,403-461-2407,403-717-1591,ccloutier@hotmail.com,101,3,17-12-2012,Canada
Noe,Kotz,3878 Little John Way,Salt Spring Island,250-901-1245,250-491-3336,nkotz@kotz.org,103,1,19-12-2012,Canada
Ellen,Fajen,32 Marguerite Pky,Edmonton,780-720-7927,780-624-5869,ellen.fajen@aol.com,117,1,21-12-2012,Canada
Tequila,Pelletier,6173 Landmeier Rd,Richmond Hill,905-692-6934,905-353-9085,tequila_pelletier@cox.net,118,1,07-03-2012,Canada
Tawny,Bonventre,5 Middletown Blvd,Richmond,604-632-4346,604-611-1211,tbonventre@aol.com,114,2,07-03-2012,Canada
Rosalyn,Mcspedon,449 Oakwood Ave,Kingston,613-362-7798,613-225-2285,rosalyn.mcspedon@mcspedon.org,107,1,27-09-2012,Canada
Noble,Miyata,7059 E Kilbourn Ave #252,Tillsonburg,519-346-6651,519-309-8584,noble_miyata@gmail.com,109,1,29-11-2012,Canada
Lucille,Hubbell,8 General Dr,Nanaimo,250-904-7361,250-296-3277,lhubbell@yahoo.com,115,1,29-02-2012,Canada
Azzie,Tuazon,5518 Whippany Rd,Oakville,905-208-4039,905-788-7893,azzie.tuazon@hotmail.com,116,3,02-07-2012,Canada
Darci,Arau,2 Hill Rd,Trois-Rivieres,819-294-4679,819-777-6760,darci@cox.net,100,3,31-07-2012,Canada
King,Suman,79 Lexington Ave #83,Chicoutimi,418-470-4541,418-316-1403,king@cox.net,111,2,02-11-2012,Canada
Denny,Zeanah,339 W 1st St,Montreal,514-224-2722,514-928-4314,denny_zeanah@zeanah.com,120,2,12-12-2012,Canada
Anissa,Frayer,7635 Run Subdivision,Surrey,604-925-4225,604-973-3843,afrayer@frayer.com,112,2,01-02-2012,Canada
Rosann,Heinricher,91 Nw 52nd Ave,Mirabel,450-474-6397,450-357-6461,rosann_heinricher@heinricher.com,107,1,23-01-2012,Canada
Jeannine,Rippy,7767 W Central Ave #2,Truro,902-811-1450,902-423-9598,jeannine_rippy@rippy.com,106,2,22-03-2012,Canada
Lashaun,Casteneda,894 Feather River Blvd,Edmonton,780-751-5370,780-433-1426,lashaun.casteneda@casteneda.com,105,1,23-03-2012,Canada
